Id,Program,Y0s1_enrol,Y0s2_enrol,Y1s1_enrol,Y1s1_complete,Y1s1_grade,Y1s2_enrol,Y1s2_complete,Y1s2_grade,Y2s1_enrol,Y2s1_complete,Y2s1_grade,Y2s2_enrol,Y2s2_complete,Y2s2_grade,Y3s1_enrol,Y3s1_complete,Y3s1_grade,Y3s2_enrol,Y3s2_complete,Y3s2_grade,Y4s1_enrol,Y4s1_complete,Y4s1_grade,Y4s2_enrol,Y4s2_complete,Y4s2_grade,Rest_enrol,Rest_complete,Rest_grade,Failure
131382373,Nursing,40.0,30.0,30.0,20.0,15.0,30.0,30.0,14.667,30.0,30.0,13.133,30.0,30.0,12.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388818,Management,30.0,30.0,30.0,30.0,14.1,30.0,30.0,14.667,30.0,30.0,12.817,30.0,30.0,15.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386928,Biology,30.0,30.0,30.0,30.0,13.9,30.0,30.0,15.4,30.0,30.0,12.967,30.0,30.0,13.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131397149,Informatics,30.0,42.0,47.0,32.0,12.375,23.0,23.0,12.565,59.0,14.0,12.5,50.0,33.0,12.697000000000001,40.0,0.0,0.0,43.0,0.0,0.0,40.0,0.0,0.0,53.0,10.0,14.0,0.0,0.0,0.0,0
131391208,Management,10.0,27.0,28.0,18.0,11.667,24.0,11.0,12.091,35.5,35.5,12.352,34.0,29.0,12.741,36.0,13.0,12.308,36.0,13.0,12.231,30.0,13.5,11.556,30.0,24.0,13.208,0.0,0.0,0.0,1
111364511,Nursing,24.0,30.0,30.0,30.0,14.732999999999999,30.0,30.0,16.333,30.0,30.0,13.833,30.0,30.0,15.5,30.0,30.0,12.167,30.0,30.0,13.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384400,Nursing,30.0,30.0,30.0,30.0,15.967,30.0,30.0,16.667,30.0,30.0,15.967,30.0,30.0,17.0,30.0,30.0,14.667,30.0,30.0,14.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131387359,Nursing,0.0,9.0,33.0,33.0,17.0,42.0,33.0,15.909,30.0,30.0,15.333,40.0,31.0,14.774000000000001,60.0,60.0,15.183,39.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111354356,Nursing,24.0,30.0,30.0,30.0,16.0,30.0,30.0,18.0,30.0,30.0,15.967,30.0,30.0,17.5,30.0,30.0,16.0,30.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131394554,Biology,22.0,30.0,35.0,25.0,11.4,33.0,33.0,13.273,42.0,24.0,11.25,30.0,24.0,11.5,32.0,13.0,10.923,29.0,17.0,13.529000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131395112,Management,45.5,35.5,33.0,17.5,11.029000000000002,35.5,24.0,12.270999999999999,33.5,6.0,10.0,30.0,12.0,13.5,33.0,0.0,0.0,34.0,4.0,14.0,24.5,8.5,11.470999999999998,43.0,14.5,11.276,0.0,0.0,0.0,1
131389934,Nursing,30.0,30.0,30.0,30.0,16.167,34.0,30.0,17.333,36.0,36.0,16.694000000000003,30.0,30.0,16.333,30.0,24.0,15.917,30.0,30.0,14.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131395689,Informatics,30.0,42.0,30.0,0.0,0.0,42.0,0.0,0.0,35.0,11.0,10.0,36.0,0.0,0.0,41.0,11.0,11.091,30.0,6.0,12.0,35.0,6.0,10.0,53.0,12.0,10.5,0.0,0.0,0.0,0
131394564,Informatics,12.0,24.0,29.0,29.0,12.034,30.0,24.0,15.5,41.0,35.0,12.485999999999999,29.0,23.0,12.261,29.0,21.0,12.142999999999999,30.0,24.0,12.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131391567,Informatics,36.0,24.0,36.0,36.0,14.777999999999999,30.0,30.0,15.6,30.0,24.0,13.75,30.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111364508,Nursing,24.0,30.0,30.0,30.0,14.6,30.0,30.0,17.0,30.0,30.0,15.333,30.0,30.0,17.0,30.0,30.0,13.232999999999999,30.0,30.0,14.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131398534,Informatics,12.0,12.0,56.0,41.0,13.975999999999999,49.0,38.0,14.237,80.0,32.0,12.469000000000001,47.0,35.0,13.543,37.0,17.0,13.175999999999998,76.0,33.0,13.879000000000001,41.0,14.0,16.429000000000002,71.0,25.0,13.72,0.0,0.0,0.0,0
131394268,Informatics,6.0,6.0,24.0,18.0,10.667,48.0,36.0,10.667,29.0,11.0,12.273,60.0,6.0,11.0,35.0,29.0,11.207,36.0,24.0,12.0,31.0,20.0,11.05,41.0,17.0,13.294,59.0,21.0,10.905,0
131386049,Management,35.5,35.5,40.5,35.0,12.5,30.0,24.5,12.939,30.0,19.5,12.231,30.0,30.0,13.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380625,Nursing,30.0,30.0,30.0,30.0,13.5,30.0,30.0,15.267000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385577,Biology,26.0,40.0,30.0,30.0,13.1,36.0,36.0,14.833,30.0,30.0,13.467,30.0,30.0,14.267000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131394971,Informatics,30.0,48.0,35.0,23.0,12.13,36.0,24.0,13.0,34.0,13.0,11.0,38.0,12.0,13.0,25.0,17.0,11.765,22.0,15.0,13.0,29.0,4.0,17.0,30.0,7.0,10.0,0.0,0.0,0.0,0
131392212,Informatics,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131384353,Management,30.0,30.0,30.0,30.0,14.3,36.0,36.0,15.083,30.0,30.0,12.9,30.0,24.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131389217,Management,35.5,36.0,36.5,31.0,13.081,34.5,34.5,13.435,30.0,23.5,10.765999999999998,30.0,19.5,15.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131397511,Informatics,12.0,36.0,29.0,17.0,11.235,47.0,29.0,13.241,34.0,8.0,10.0,40.0,27.0,11.37,46.0,18.0,11.333,60.0,17.0,10.0,39.0,0.0,0.0,71.0,6.0,10.0,105.0,22.0,12.545,0
131380193,Nursing,34.0,33.0,30.0,30.0,12.067,30.0,27.0,12.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380773,Informatics,36.0,48.0,30.0,12.0,14.0,42.0,12.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131390201,Management,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392914,Informatics,42.0,24.0,30.0,30.0,13.767000000000001,30.0,30.0,16.0,30.0,24.0,13.75,30.0,30.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111354349,Nursing,24.0,30.0,30.0,30.0,17.067,30.0,30.0,17.333,30.0,30.0,17.067,30.0,30.0,17.0,30.0,30.0,17.033,30.0,30.0,15.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131391196,Management,35.5,30.0,30.0,24.5,14.142999999999999,30.0,30.0,15.617,30.0,30.0,13.0,30.0,30.0,14.482999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131396394,Informatics,6.0,12.0,33.0,18.0,12.667,30.0,24.0,13.25,30.0,6.0,11.0,42.0,30.0,12.8,47.0,13.0,11.538,61.0,20.0,11.9,40.0,13.0,10.538,49.0,16.0,13.062999999999999,150.0,37.0,12.865,0
131386453,Nursing,39.0,0.0,0.0,0.0,0.0,36.0,33.0,16.090999999999998,30.0,30.0,17.667,36.0,33.0,14.182,30.0,30.0,17.333,33.0,21.0,13.095,36.0,30.0,12.7,33.0,24.0,13.083,0.0,0.0,0.0,1
131384817,Management,36.0,36.0,30.0,6.0,12.5,36.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131393437,Management,30.0,0.0,35.5,29.5,14.373,35.5,35.5,14.183,36.0,13.0,10.615,30.0,24.5,11.530999999999999,30.0,17.5,11.2,30.0,30.0,12.482999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111364514,Nursing,30.0,24.0,34.0,34.0,12.175999999999998,30.0,30.0,15.333,30.0,26.0,12.0,30.0,30.0,16.0,30.0,30.0,12.167,30.0,30.0,15.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131391552,Management,6.0,18.0,30.0,24.0,10.0,60.0,30.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.0,11.5,52.5,17.5,13.257,41.5,12.0,11.5,29.5,5.5,14.0,196.5,56.0,11.652000000000001,1
131384199,Nursing,30.0,30.0,36.0,36.0,14.75,30.0,30.0,17.0,30.0,24.0,14.042,30.0,30.0,15.667,30.0,30.0,12.167,30.0,30.0,13.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131387153,Informatics,26.0,36.0,25.0,2.0,11.0,30.0,12.0,13.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131389755,Informatics,18.0,18.0,29.0,11.0,14.0,36.0,18.0,12.667,30.0,12.0,14.0,48.0,36.0,13.5,33.0,27.0,12.0,36.0,18.0,11.0,30.0,15.0,13.0,30.0,6.0,10.0,0.0,0.0,0.0,0
131394308,Biology,28.0,31.0,22.0,18.0,13.667,32.0,32.0,13.437999999999999,49.0,30.0,12.933,42.0,36.0,15.167,32.0,18.0,12.0,29.0,29.0,12.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131387230,Biology,36.0,61.0,36.0,20.0,13.1,18.0,12.0,12.0,42.0,32.0,11.344000000000001,30.0,30.0,12.0,30.0,0.0,0.0,30.0,18.0,11.389000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111345870,Nursing,30.0,30.0,20.0,20.0,14.5,26.0,26.0,15.385,34.0,34.0,14.588,26.0,26.0,14.077,30.0,30.0,15.267000000000001,30.0,30.0,14.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131394206,Management,41.5,60.5,35.0,17.5,11.370999999999999,33.5,22.0,13.023,37.5,14.5,12.69,35.5,25.5,11.824000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111345876,Nursing,30.0,30.0,26.0,26.0,16.038,20.0,20.0,17.0,26.0,26.0,15.077,34.0,34.0,14.940999999999999,30.0,30.0,15.6,30.0,30.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131382400,Nursing,30.0,30.0,30.0,30.0,14.867,30.0,30.0,15.333,30.0,30.0,14.467,30.0,30.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131396240,Informatics,35.0,36.0,34.0,0.0,0.0,36.0,0.0,0.0,34.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131387358,Informatics,23.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,11.0,36.0,0.0,0.0,36.0,6.0,10.0,36.0,6.0,10.0,30.0,12.0,10.25,30.0,0.0,0.0,0.0,0.0,0.0,0
131380204,Nursing,30.0,36.0,30.0,30.0,14.033,30.0,24.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386641,Nursing,30.0,30.0,30.0,30.0,15.833,30.0,30.0,15.667,30.0,30.0,14.5,30.0,30.0,15.667,30.0,30.0,12.732999999999999,30.0,30.0,13.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131383672,Informatics,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131387864,Biology,31.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.0,14.345999999999998,30.0,6.0,10.0,36.0,19.0,10.632,36.0,9.0,13.667,30.0,6.0,14.333,30.0,12.0,14.5,0.0,0.0,0.0,1
131385376,Biology,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131388888,Management,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,11.0,11.636,50.0,7.0,11.571,30.0,1.5,11.0,46.5,17.5,12.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392103,Informatics,0.0,6.0,32.0,14.0,10.429,30.0,18.0,10.667,30.0,22.0,10.227,36.0,6.0,12.0,30.0,12.0,11.5,30.0,6.0,11.0,30.0,21.0,10.857000000000001,30.0,12.0,12.5,0.0,0.0,0.0,0
131380729,Informatics,36.0,42.0,30.0,18.0,13.167,36.0,18.0,12.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131385410,Biology,30.0,34.0,30.0,30.0,14.2,30.0,30.0,16.8,30.0,30.0,15.0,30.0,30.0,15.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131382422,Management,30.0,30.0,30.0,30.0,12.3,30.0,30.0,14.4,30.0,30.0,13.5,30.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392411,Biology,26.0,56.0,30.0,30.0,14.3,36.0,30.0,13.0,30.0,30.0,11.933,34.0,24.0,13.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131393763,Biology,36.0,48.0,26.0,14.0,16.714000000000002,38.0,18.0,15.333,33.0,26.0,14.115,42.0,36.0,13.833,32.0,20.0,12.7,29.0,23.0,13.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380152,Informatics,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131381654,Biology,30.0,32.0,30.0,30.0,13.4,30.0,30.0,15.0,30.0,30.0,12.867,30.0,30.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384283,Biology,21.0,32.0,34.0,32.0,13.375,24.0,24.0,12.5,37.0,25.0,11.56,33.0,27.0,11.777999999999999,30.0,19.0,11.789000000000001,30.0,15.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131384336,Nursing,30.0,30.0,36.0,36.0,15.889000000000001,30.0,30.0,18.667,30.0,24.0,16.167,30.0,30.0,16.0,30.0,30.0,14.3,30.0,30.0,13.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111335836,Nursing,0.0,20.0,33.0,33.0,15.636,30.0,30.0,17.5,40.0,37.0,11.972999999999999,30.0,20.0,15.5,36.0,29.0,12.31,35.0,20.0,11.5,30.0,21.0,14.048,30.0,30.0,12.767000000000001,0.0,0.0,0.0,1
131406400,Biology,21.0,14.0,25.0,12.0,11.5,12.0,6.0,13.0,0.0,0.0,0.0,12.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392865,Management,36.0,41.5,36.0,30.0,12.267000000000001,36.0,24.5,12.796,30.0,24.0,13.625,30.0,24.0,14.395999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
111335855,Nursing,30.0,30.0,30.0,30.0,17.0,30.0,30.0,15.067,30.0,30.0,15.667,30.0,30.0,15.633,30.0,30.0,15.467,30.0,30.0,15.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385333,Nursing,30.0,30.0,30.0,30.0,15.0,30.0,30.0,17.0,30.0,30.0,13.9,30.0,30.0,16.667,30.0,30.0,13.533,30.0,30.0,13.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131393620,Biology,25.0,26.0,21.0,18.0,13.333,30.0,24.0,14.083,34.0,34.0,11.675999999999998,36.0,36.0,12.5,32.0,18.0,13.333,28.0,28.0,14.392999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131385939,Informatics,17.0,36.0,36.0,31.0,13.419,36.0,24.0,12.0,36.0,30.0,14.0,36.0,18.0,13.667,30.0,12.0,11.25,36.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131389619,Biology,31.0,42.5,35.0,30.0,12.2,33.0,33.0,12.727,30.0,25.0,12.64,30.0,27.0,12.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380761,Informatics,42.0,42.0,30.0,9.0,13.667,42.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131390747,Informatics,32.0,36.0,30.0,9.0,10.333,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131388989,Management,63.0,24.0,42.0,0.0,0.0,45.0,24.0,11.25,57.0,0.0,0.0,33.0,6.0,12.0,22.0,6.0,10.0,64.5,18.0,10.667,35.0,17.5,10.0,36.5,19.0,12.526,216.0,37.5,11.44,1
131379861,Biology,29.0,23.0,30.0,8.0,14.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131395528,Biology,0.0,6.0,36.0,36.0,13.833,36.0,36.0,14.167,36.0,30.0,13.367,36.0,36.0,13.167,32.0,25.0,12.24,29.0,29.0,12.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131387712,Informatics,36.0,30.0,36.0,18.0,13.667,36.0,30.0,11.6,25.0,19.0,13.579,36.0,24.0,14.25,30.0,9.0,12.0,30.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
111335849,Nursing,30.0,30.0,34.0,34.0,14.529000000000002,30.0,30.0,18.0,30.0,26.0,13.538,30.0,30.0,15.667,30.0,30.0,15.267000000000001,30.0,30.0,14.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380228,Informatics,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131387044,Nursing,30.0,30.0,36.0,36.0,14.889000000000001,30.0,30.0,15.667,30.0,24.0,13.5,30.0,30.0,16.0,30.0,30.0,12.933,30.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392352,Biology,40.0,39.0,30.0,30.0,13.8,42.0,36.0,15.0,30.0,18.0,13.110999999999999,30.0,24.0,12.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131390655,Biology,34.0,32.0,30.0,30.0,14.6,36.0,30.0,15.4,30.0,30.0,12.7,30.0,30.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131386768,Nursing,30.0,30.0,30.0,25.0,16.24,35.0,35.0,17.285999999999998,30.0,30.0,16.133,36.0,36.0,15.389000000000001,30.0,24.0,13.25,30.0,30.0,14.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131387059,Management,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,23.5,11.213,47.0,47.0,13.404000000000002,34.0,22.5,11.356,48.0,19.0,12.895,30.0,20.0,12.95,36.0,36.0,13.056,0.0,0.0,0.0,1
131403566,Biology,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131380225,Informatics,27.0,30.0,30.0,9.0,11.333,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131385760,Nursing,30.0,30.0,30.0,30.0,16.967,30.0,30.0,16.333,30.0,30.0,14.567,30.0,30.0,14.667,30.0,30.0,15.533,30.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131383500,Informatics,25.0,36.0,30.0,18.0,11.667,36.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131383824,Management,18.0,30.0,36.0,36.0,12.5,36.0,36.0,12.583,36.0,30.0,10.3,36.0,30.0,11.8,30.0,24.0,10.875,30.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131403899,Nursing,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
131392262,Biology,0.0,6.0,24.0,15.0,12.4,42.0,14.0,12.714,29.0,20.0,12.6,28.0,22.0,14.636,30.0,30.0,12.7,36.0,30.0,13.0,30.0,23.0,13.435,30.0,24.0,13.167,0.0,0.0,0.0,1
131402827,Nursing,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
